start,end,id,v,a,d,emotion,emo_evo,signal,transcription,path_to_wav
116.65,120.46,Ses04F_impro04_M013,2.5,2.5,3.0,neu,"[['fru'], ['neu'], ['neu']]",[149 203 245 ... -14 -16 -18],"I mean, well I mean i don't know; it doesn't really affect my life, you know.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
125.37,127.4,Ses04F_impro04_M014,3.0,2.5,3.0,neu,"[['fru'], ['neu'], ['neu']]",[ 21  25  27 ... 149 151 141],"Yeah, I understand, but-",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
129.42,132.1,Ses04F_impro04_M015,2.5,2.5,2.0,neu,"[['fru'], ['neu'], ['neu']]",[ 35 -16 -24 ... 469 290 151],"I don't know. Well like, I don't know. I mean-",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
138.21,141.88,Ses04F_impro04_M016,3.0,2.0,3.0,neu,"[['fru'], ['neu'], ['neu']]",[179 298 291 ...  41  27  21],Clearly- cle- clearly you're doing something wrong.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
141.91,147.77,Ses04F_impro04_M017,3.0,2.5,3.5,neu,"[['fru'], ['neu'], ['neu']]",[22 24 23 ... 54 54 51],"'Cause if you've been looking, you've been applying for jobs for three years. And-",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
153.9,160.94,Ses04F_impro04_M018,3.0,2.5,2.5,neu,"[['fru'], ['neu'], ['neu']]",[ 71  47  36 ...  94 123 170],Are you- I mean do you like get dressed up and everything when you go to the job interview?,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
161.85,166.64,Ses04F_impro04_M019,3.5,2.5,3.0,neu,"[['fru'], ['neu'], ['neu']]",[  9  13  21 ... 253 202 155],"And you like- you know, you shave your legs and everything?",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
167.43,171.54,Ses04F_impro04_M020,2.5,3.0,3.0,neu,"[['fru'], ['neu'], ['neu']]",[  4  -7  -3 ... 158 164 119],"and I want- I mean you know you've got to, like, do your hair.  I mean- I don't know, it's like,",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
171.54,176.83,Ses04F_impro04_M021,2.5,3.0,3.0,neu,"[['fru'], ['neu'], ['neu']]",[ 58  39  87 ... 696 568 470],"you know what I mean? You know, it's like they say presentation is, like eighty percent.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
177.33,183.36,Ses04F_impro04_M022,3.0,2.5,2.5,neu,"[['fru'], ['neu'], ['neu']]",[16 15  8 ... 29 18 18],or some- some large percent of- of success.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
183.92,190.69,Ses04F_impro04_M023,3.0,3.0,2.5,neu,"[['fru'], ['neu'], ['neu']]",[ 10   3  -3 ...  28  13 -10],"Because I don't know I mean just, you know, just keep- keep- keep at it.  Keep trying.  Go-",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
210.56,215.33,Ses04F_impro04_M026,2.5,3.0,3.0,neu,"[['fru'], ['neu'], ['neu']]",[-57 -50 -46 ...  -8 -41 -77],"Hey, I'd love to help you but I- you don't have the kind of training that I-",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
223.31,226.14,Ses04F_impro04_M028,3.0,3.0,3.0,neu,"[['fru'], ['neu'], ['neu']]",[-16 -21  -9 ... 591 470 243],Well you've got to start somewhere.  I mean-,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
241.4,244.35,Ses04F_impro04_M030,3.0,3.0,3.0,neu,"[['fru'], ['neu'], ['neu']]",[788 914 623 ...  37  20  32],I don't know it's like I'm trying to be-,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
244.39,246.65,Ses04F_impro04_M031,3.5,2.5,3.0,neu,"[['fru'], ['neu'], ['neu']]",[  2  10  22 ... -12 117 155],I'm trying to be helpful.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
254.13,256.39,Ses04F_impro04_M033,2.5,2.0,3.0,neu,"[['fru'], ['neu'], ['neu']]",[-175 -199 -168 ... -224 -149  -58],I'm trying to watch TV.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
43.22,45.43,Ses04F_impro05_F004,2.0,4.5,4.0,ang,"[['ang'], ['ang'], ['ang']]",[-293 -298 -309 ...   67   32  -21],"Lost it just, like, I mean,",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
45.43,48.83,Ses04F_impro05_F005,1.5,4.5,4.5,ang,"[['fru'], ['ang'], ['ang']]",[ -22   20   41 ...  268 -438 -394],it's not like it just disappeared into thin air. Somebody wasn't paying attention,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
48.83,57.25,Ses04F_impro05_F006,1.5,4.5,4.5,ang,"[['ang'], ['ang'], ['fru', 'ang']]",[ 113   26 -173 ...   -3  -17  -29],"because my bag was very easy to keep track of.  It's got big, you know, rainbow colored crap all over it and no one was paying attention because now it's just gone.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
72.26,75.58,Ses04F_impro05_F008,2.0,4.5,4.5,ang,"[['ang'], ['ang'], ['ang']]",[-343 -609 -911 ...   43   62   74],No. No. I heard- I heard what you said.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
75.78,98.92,Ses04F_impro05_F009,1.5,4.5,5.0,ang,"[['ang'], ['ang'], ['ang']]",[  6  13   8 ... -33 -44 -63],"You're kidding me, right.  You're going to give me fifty dollars to completely cover my bag, everything that was in it, the inconvenience that I've gone through.  I paid for my ticket.  All I expect is to safely get to my destination with my stuff.  Is that so much to ask?  I mean I really don't think that's that big a deal to ask you guys to have my bag in the place where I leave and then put my bag where I end up.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
99.85,104.21,Ses04F_impro05_F010,1.5,4.5,4.5,ang,"[['ang'], ['ang'], ['fru', 'ang']]",[ 11  32  23 ... -25 -36 -40],"Yeah, well that's got everything I have in it.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
107.98,124.59,Ses04F_impro05_F011,1.5,4.5,5.0,ang,"[['ang'], ['ang'], ['fru', 'ang']]",[ -32  -79 -136 ...  517  419  314],Look fifty dollars is unacceptable.  My bag itself cost over a hundred and fifty dollars.  You can't just give me fifty dollar gift certificate to Percoes or whatever the hell and then send me off like that's- that's good enough.  Like that's all I needed was fifty dollars.  My bag is worth more than that.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
127.15,136.81,Ses04F_impro05_F012,1.5,4.5,4.5,ang,"[['ang'], ['ang'], ['ang']]",[   20    15    18 ...  -669  -884 -1056],I expect your airline who was responsible for my bag to give me the equivalent of the bag and all of the things in it.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
143.49,149.06,Ses04F_impro05_F013,1.5,4.5,4.5,ang,"[['ang'], ['ang'], ['ang']]",[ 874 1041  635 ...  107   88   80],I didn't sign anything. I didn't sign anything. And you people have got to make-,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
149.11,154.98,Ses04F_impro05_F014,1.5,4.5,4.5,ang,"[['ang'], ['ang'], ['ang']]",[ -721  -893 -1014 ...   120  -288  -170],You have to make amends for what you did for losing my bag and all of my stuff.  Fifty dollars is unacceptable.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
160.51,170.18,Ses04F_impro05_F015,1.5,4.5,5.0,ang,"[['ang'], ['ang'], ['ang']]",[101 156 167 ...  16  19  21],No.  No.  I don't know. You know what? I'm going to call my lawyer. You know what?  That's what I'm going to do.  I'm going to call my lawyer and have him get down here and explain to you that this is an unacceptable option.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
170.65,172.64,Ses04F_impro05_F016,2.0,4.0,4.0,ang,"[['ang'], ['ang'], ['ang']]",[ 72  69  60 ... -57 -55 -57],I want to talk to your supervisor.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
172.71,178.27,Ses04F_impro05_F017,1.5,4.5,4.5,ang,"[['ang'], ['ang'], ['ang']]",[  10    8    3 ...  -55  -86 -128],"I've had enough.  I want to talk to-no, no unacceptable I want to your supervisor. I am done with this.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
178.7,181.74,Ses04F_impro05_F018,1.0,4.5,4.5,ang,"[['ang'], ['ang'], ['ang']]",[ -4   1  10 ... 182 144  55],"Really, you don't work for anybody.  It's just you?",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
183.0,192.24,Ses04F_impro05_F019,1.5,4.5,5.0,ang,"[['ang'], ['ang'], ['ang']]",[-110  -14  134 ...   67   74   78],"Okay.  Well I want to call whoever you report to, whoever your boss is because I have had enough with this airline and I am finished waiting for my fifty dollar gift certificate.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
23.3151,25.33,Ses04F_impro06_F000,2.5,2.0,2.5,sad,"[['sad'], ['sad'], ['neu']]",[ 20  41  43 ...  30 -11  58],Thanks.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
55.07,67.07,Ses04F_impro06_F001,2.0,3.5,3.0,sad,"[['sad'], ['sad'], ['sad']]",[28 36 39 ... 30 28 29],"You know it's just, I just, you know, I mean it just happened.  I just, like- I just keep expecting him to walk in, you know.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
77.8679,100.05,Ses04F_impro06_F002,1.5,3.5,2.5,sad,"[['fru'], ['sad'], ['sad']]",[ -3 -15 -18 ...  36  38  34],"I just- I just thought he would have longer, you know, because I'm- I mean when he found out he was sick, we knew that wasn't good but I just- I just thought that it would take longer, you know?",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
111.44,113.39,Ses04F_impro06_F003,2.0,3.0,2.5,sad,"[['sad'], ['fru'], ['sad']]",[176 181 206 ... -67 -96 -15],Yeah. I know. I know.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
122.86,138.77,Ses04F_impro06_F004,1.5,3.0,3.5,sad,"[['fru', 'sad'], ['sad'], ['sad']]",[-255 -254 -250 ...  -66  -57  -55],"Yeah, I know. But I'd rather have him here with me, you know. It's just not fair.  I mean he- he didn't get to do like anything. I mean he was-",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
138.9,154.19,Ses04F_impro06_F005,1.5,3.5,3.5,sad,"[['sad'], ['sad'], ['sad']]",[  5  -5 -13 ... -32 -29 -33],"He was only twenty four and just so many things that we were going to do, you know, and now he won't get to do them and he won't get to be here when I do.  You know, like I'll get married some day and he won't be there, like, he won't get to see that.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
156.99,159.94,Ses04F_impro06_F006,2.0,2.5,3.0,sad,"[['ang'], ['sad'], ['sad']]",[33 36 42 ... -8  3 14],It just doesn't seem fair.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
184.47,187.3903,Ses04F_impro06_F007,2.0,2.5,2.5,sad,"[['sad'], ['sad'], ['sad']]",[-13 -15 -14 ...  17  12  12],Thank you for being here.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
223.63,225.49,Ses04F_impro06_F010,2.5,2.0,2.5,sad,"[['sad'], ['sad'], ['sad']]",[-11   0  11 ...  -3 -20 -32],"Yeah, I know.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
11.483,23.4953,Ses04F_impro06_M000,2.5,2.0,2.5,sad,"[['sad'], ['sad'], ['sad']]",[-48 -59 -69 ... -29 -24 -25],"Hey, I'm, uh. I'm really sorry about what happened.  I don't um- I mean what you can you do?  I mean it's-",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
30.9,55.26,Ses04F_impro06_M001,2.0,3.0,3.0,sad,"[['sad'], ['sad'], ['sad']]",[21 19 17 ...  8  8  6],"When I was seven, my- my grandmother died and I really- I don't know, I mean it was really hard to let go but the important thing is- is that you do let go and your realize that, you know, they- you know, they- this person had fun while they were- while they were here and, uh, you know, you work- you work through it.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
66.92,75.8044,Ses04F_impro06_M002,2.5,2.5,2.5,sad,"[['sad'], ['sad'], ['neu']]",[23 22 26 ... 53 29 10],Mmhmm. Yeah.  Yeah.  I mean it's- it's hard.  It's hard.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
100.43,102.08,Ses04F_impro06_M003,3.0,2.0,2.5,sad,"[['sad'], ['sad'], ['neu']]",[ 43  42  39 ... -17  -6   1],Yeah.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
102.67,109.43,Ses04F_impro06_M004,2.5,3.0,3.0,neu,"[['sad'], ['neu'], ['neu']]",[ 20   9  -3 ... -47  -7  46],"Well I mean, you know, I mean it was I mean with that kind of condition,",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
109.43,113.45,Ses04F_impro06_M005,2.5,3.5,3.0,sad,"[['sad'], ['sad'], ['neu']]",[ 2 30 90 ... 33 34 44],"you know, it's inevitable  and I mean honestly it's- it's almost like",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
113.45,117.61,Ses04F_impro06_M006,2.5,2.5,3.0,neu,"[['sad'], ['neu'], ['neu']]",[51 51 54 ... 11 14 23],"you know, you don't- you know, how long do you want the person to go through that, you know.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
117.71,124.66,Ses04F_impro06_M007,2.5,2.5,3.5,neu,"[['sad'], ['neu'], ['neu']]",[ -5 -10  -8 ...  67  68  64],It's sort of- it's almost better off to rest in peace than he is to live in pain.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
154.57,156.89,Ses04F_impro06_M008,2.5,2.0,2.5,sad,"[['sad'], ['sad'], ['neu']]",[59 52 45 ... 61 68 64],Yeah.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
160.264,172.44,Ses04F_impro06_M009,3.0,2.5,3.0,sad,"[['sad'], ['sad'], ['neu']]",[ 75  97 109 ...  42  36  34],"It's not fair but I mean that's, you know, the course of life is that, you know, you meet people and you lose them.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
176.04,178.36,Ses04F_impro06_M010,3.0,2.5,2.5,sad,"[['sad'], ['sad'], ['neu']]",[ 8 15 14 ... 11  5  3],You're okay,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
191.14,198.38,Ses04F_impro06_M011,2.5,3.0,3.0,sad,"[['sad'], ['sad'], ['neu']]",[-30 -31 -23 ... -38 -30 -18],You know I think- I think we should celebrate because I think that's what he would have wanted.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
205.69,206.93,Ses04F_impro06_M012,3.5,3.0,2.5,neu,"[['sad'], ['neu'], ['neu']]",[ 17  29  43 ... -43 -42 -32],Yeah.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
208.27,223.45,Ses04F_impro06_M013,4.0,3.0,3.0,sad,"[['sad'], ['sad'], ['neu']]",[-232 -208 -141 ...    3    8    9],"That's right.  That's right.  I mean he would want us to, you know, celebrate the life that he- that he lived and, you know, enjoy the rest of ours as much as we can.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
225.31,227.08,Ses04F_impro06_M014,3.0,2.5,2.5,sad,"[['sad'], ['sad'], ['neu']]",[-44 -34 -17 ...  12   9  10],So-,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
4.84,6.97,Ses04F_impro07_F000,4.5,3.5,3.5,exc,"[['exc'], ['exc'], ['exc']]",[ -15   -7   -7 ... -275 -286 -281],Guess what came today?,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
7.62,9.68,Ses04F_impro07_F001,4.5,3.5,3.5,exc,"[['exc'], ['exc'], ['exc', 'hap']]",[  39   47   45 ... 1431 1014 1633],My acceptance letter.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
10.05,11.67,Ses04F_impro07_F002,4.5,4.5,4.5,exc,"[['exc'], ['exc'], ['exc', 'hap']]",[  15  180  321 ...  439 -302  -22],From U.S.C..,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
12.18,13.62,Ses04F_impro07_F003,5.0,4.5,4.5,exc,"[['exc'], ['exc'], ['exc', 'hap']]",[ 727  301  -56 ... 1093 1851 1977],"Yes, I am.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
16.1639,18.956,Ses04F_impro07_F004,4.5,4.5,4.0,exc,"[['exc'], ['exc'], ['exc', 'hap']]",[-28 -44 -56 ...  24   7   8],"Well yeah, that's the general idea. [LAUGHTER]",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
19.74,24.33,Ses04F_impro07_F005,4.5,4.0,4.0,exc,"[['exc'], ['exc'], ['exc', 'hap']]",[ 264  340  400 ... 1647 2632 4579],Big bad acceptance packet with all the information.  I'm going to U.S.C..,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
24.38,26.82,Ses04F_impro07_F006,4.5,4.5,4.0,exc,"[['exc'], ['exc'], ['exc', 'hap']]",[2637 1666 1085 ... -332 -260 -255],I know. [LAUGHTER],/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
32.37,35.3588,Ses04F_impro07_F007,4.5,4.5,4.5,exc,"[['exc'], ['hap'], ['exc']]",[-54 -85 -69 ... -34 -37 -36],"[LAUGHTER] Yeah, uh. No.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
35.37,37.66,Ses04F_impro07_F008,4.5,4.5,4.0,exc,"[['exc'], ['hap'], ['exc']]",[-4  4 14 ... 72 81 81],[LAUGHTER] It's safe around there.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
39.12,41.5,Ses04F_impro07_F009,4.5,4.5,4.5,exc,"[['exc'], ['exc'], ['exc']]",[ 36 -12  36 ...  35  64 226],The campus is beautiful. I'm so excited.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
43.43,47.8,Ses04F_impro07_F010,3.5,3.5,3.5,exc,"[['exc'], ['hap'], ['exc']]",[  -2  -24  -35 ... 2341 1738 1159],"Do you want to buy me some mace for my, you know, going away present?",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
48.05,49.87,Ses04F_impro07_F011,4.5,3.5,3.5,exc,"[['exc'], ['hap'], ['exc']]",[-338 -295 -231 ... -457 -416 -423],There we go.  Perfect.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
50.52,54.47,Ses04F_impro07_F012,4.5,4.0,3.5,exc,"[['exc'], ['hap'], ['exc']]",[-34 -45 -12 ... -40 -24 -18],And a taser.  Excellent.  Just make sure it's a big knife.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
54.54,57.0,Ses04F_impro07_F013,3.5,3.5,3.5,exc,"[['exc'], ['hap'], ['exc']]",[  39   10   20 ... 1732 1789 1814],I don't want any of those little puny ones.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
58.68,64.35,Ses04F_impro07_F014,4.0,4.0,4.0,exc,"[['exc'], ['exc'], ['exc']]",[-87 -32   6 ...  44  45  37],Well I was thinking maybe underwater basket weaving.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
66.29,68.79,Ses04F_impro07_F015,4.5,3.5,3.5,exc,"[['exc'], ['hap'], ['exc']]",[ 149  121   86 ... -128 -105  -81],"U.S.C. has a major in that, right.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
68.81,73.37,Ses04F_impro07_F016,4.5,4.0,3.5,exc,"[['exc'], ['hap'], ['exc']]",[-107 -136 -233 ... -112  136  -56],They have - U.S.C. has everything because U.S.C. is the best school ever.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
74.73,77.57,Ses04F_impro07_F017,3.5,2.5,3.0,exc,"[['exc'], ['hap'], ['exc']]",[ -15  -75  -75 ... -183 -160   62],Okay.  Well I'm lying but-,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
78.4253,82.64,Ses04F_impro07_F018,4.0,4.0,3.5,exc,"[['exc'], ['hap'], ['exc']]",[ 10  23  30 ... 497 220 343],"Well, I haven't decided yet.  I want to try some things out.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
97.9,102.1,Ses04F_impro07_F021,4.5,4.5,4.5,exc,"[['exc'], ['hap'], ['exc']]",[ 888  808  749 ... 1971 1910 1574],okay.  Well I'm not going to be undecided forever. [LAUGHTER],/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
102.58,106.0339,Ses04F_impro07_F022,4.5,4.0,4.0,exc,"[['exc'], ['hap'], ['exc']]",[217 323 357 ...  98  94  90],And it's so close so you can come visit me all the time.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
110.39,117.04,Ses04F_impro07_F024,3.5,4.0,3.5,exc,"[['exc'], ['hap'], ['exc']]",[-512 -711 -995 ...  -33  -23  -16],"So this works out perfectly.  Because I was worried if I didn't get in to U.S.C., then I would have to go somewhere far away and then-",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
122.9,124.99,Ses04F_impro07_F027,4.0,4.0,4.0,exc,"[['exc'], ['exc'], ['exc', 'hap']]",[-302   57  461 ... -182 -230  497],Everything worked out perfectly.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
125.02,127.32,Ses04F_impro07_F028,4.5,3.5,3.5,exc,"[['exc'], ['exc'], ['exc', 'hap']]",[-87  74 -71 ... -48 -61 -67],I know.  We should have a party.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
127.8,130.42,Ses04F_impro07_F029,4.0,3.5,3.5,exc,"[['exc'], ['exc'], ['exc']]",[-408 -162  137 ...   31   27   21],An I got accepted to U.S.C. party.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
133.28,137.9,Ses04F_impro07_F030,4.5,4.5,4.5,exc,"[['exc'], ['hap'], ['exc']]",[217 190 199 ... -14 -19 -14],No.  An I got accepted to U.S.C. party. [LAUGHTER],/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
139.15,141.46,Ses04F_impro07_F031,3.5,4.0,3.5,exc,"[['exc'], ['hap'], ['exc']]",[-445 -504 -491 ...   14   16   14],Right.  Now you're with me.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
141.51,143.61,Ses04F_impro07_F032,3.5,4.0,3.0,exc,"[['exc'], ['hap'], ['exc']]",[114 117 127 ... 567 820 844],That is why I got accepted.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
144.92,146.39,Ses04F_impro07_F033,4.5,4.0,3.0,exc,"[['exc'], ['exc'], ['exc']]",[255 304 359 ...  16  28  36],I know.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
164.26,166.54,Ses04F_impro07_F035,4.0,3.5,3.5,exc,"[['exc'], ['hap'], ['exc']]",[ 51 -35 -99 ... -16  -9  -2],What- what did you have in mind?,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
181.07,182.12,Ses04F_impro07_F036,4.5,4.5,3.5,exc,"[['exc'], ['hap'], ['exc']]",[781 848 804 ... 388 491 556],[LAUGHTER],/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
186.95,189.66,Ses04F_impro07_F038,3.5,3.0,3.0,exc,"[['exc'], ['hap'], ['exc']]",[-53 -62 -54 ...  16  21  26],On occasion I've heard of it.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
192.16,195.31,Ses04F_impro07_F039,4.5,4.0,4.0,exc,"[['exc'], ['hap'], ['exc']]",[ -6  -4 -11 ... 167 130 115],Yeah.  Totally.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
199.68,202.65,Ses04F_impro07_F040,4.0,3.5,3.5,exc,"[['exc'], ['hap'], ['exc']]",[ -690  -900 -1084 ...    37    31    31],I am totally down with the ice cream.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
204.54,207.21,Ses04F_impro07_F041,3.5,4.5,3.5,exc,"[['exc'], ['hap'], ['exc']]",[-108  -70  -40 ...   70  108  147],"Eh, we can work that part out.",/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
208.53,210.02,Ses04F_impro07_F042,4.0,3.0,2.5,exc,"[['exc'], ['hap'], ['exc']]",[ 32  30  31 ... -43 -31 -55],Alright.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
220.68,222.13,Ses04F_impro07_F044,4.5,4.0,3.5,exc,"[['exc'], ['hap'], ['exc']]",[ -27  -39  -53 ...   67 -206 -612],party.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
239.87,241.32,Ses04F_impro07_F047,3.5,3.0,3.0,exc,"[['exc'], ['hap'], ['exc']]",[-31 107 146 ... 528 511 495],I know.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
242.95,247.06,Ses04F_impro07_F048,4.0,3.0,3.5,exc,"[['exc'], ['hap'], ['exc']]",[1100 1031  856 ...  649  536  324],Okay well that's not a happy part.  We don't want to talk about that.,/Users/stella-yj/workspace/notebook/datasets/IEMOCAP_full_release/Session4/dialog/wav/
